id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
,#country+name,#country+iso3,#geo+lat,#geo+lon,,,#event+displacement_type,#total,#affected+displaced,#date+displacement,#date+displacement+start,#date+displacement+end,#date+year,,#event+name,,,#date+event+start,#date+event+end,,,#event+type,#event+subtype,,,,,,,,,#date+created,#description,#meta+url,#cause
195462,Sudan,SDN,15.55177,32.53241,"[15.55177, 32.53241]",Recommended figure,Conflict,total,358,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"Khartoum, Sudan","15.55177, 32.53241",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:42.843570Z,"Sudan: 358 displacements, 26 August - 30 September. A total of 358 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in Khartoum, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195459,Sudan,SDN,12.12268,23.34705,"[12.12268, 23.34705]",Recommended figure,Conflict,total,515,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"Central Darfur, Sudan","12.12268, 23.34705",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:42.643542Z,"Sudan: 515 displacements, 26 August - 30 September. A total of 515 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in Central Darfur, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195458,Sudan,SDN,11.9566972,34.122894,"[11.9566972, 34.122894]",Recommended figure,Conflict,total,230,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"Blue Nile, Sudan","11.9566972, 34.122894",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:42.576400Z,"Sudan: 230 displacements, 26 August - 30 September. A total of 230 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in Blue Nile, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195457,Sudan,SDN,14.66715,33.222359,"[14.66715, 33.222359]",Recommended figure,Conflict,total,900,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"Al Jazirah, Sudan","14.66715, 33.222359",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:42.514139Z,"Sudan: 900 displacements, 26 August - 30 September. A total of 900 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in Al Jazirah, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195463,Sudan,SDN,15.84944,25.504379,"[15.84944, 25.504379]",Recommended figure,Conflict,total,95990,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"North Darfur State, Sudan","15.84944, 25.504379",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:42.909411Z,"Sudan: 95,990 displacements, 26 August - 30 September. A total of 95990 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in North Darfur State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
190911,Sudan,SDN,15.41185,35.65871,"[15.41185, 35.65871]",Recommended figure,Disaster,approximately,3325,2025-08-24,2025-08-24,2025-08-24,2025,32754,Sudan: Flood - Kassala (Reifi Telkok) - 24/08/2025,,,2025-08-24,2025-08-24,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-reifi-telkok-locality-kassala?e=b699c75958,"Kassala State, Sudan","15.41185, 35.65871",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-08-27T09:21:15.638856Z,"Sudan: 3,325 displacements, 24 August - 24 August. Flood resulted in approximately 3325 people being displaced in Reifi Telkok, Kassala State, Sudan on 24 August, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-reifi-telkok-locality-kassala?e=b699c75958,Flood
190853,Sudan,SDN,11.13815,22.96402,"[11.13815, 22.96402]",Recommended figure,Disaster,approximately,385,2025-08-24,2025-08-24,2025-08-24,2025,32747,Sudan: Flood - Central Darfur (Um Dukhun) - 24/08/2025,,,2025-08-24,2025-08-24,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-um-dukhun-um-dukhun-town-central-darfur-update-001?e=b699c75958,"Um Dukhan, Mukjar, Central Darfur, Sudan","11.13815, 22.96402",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-08-26T08:43:19.866065Z,"Sudan: 385 displacements, 24 August - 24 August. Flood resulted in approximately 385 people being displaced in Um Dukhan, Mukjar, Central Darfur, Sudan on 24 August, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-um-dukhun-um-dukhun-town-central-darfur-update-001?e=b699c75958,Flood
190855,Sudan,SDN,13.60022,26.68928,"[13.60022, 26.68928]",Recommended figure,Disaster,approximately,910,2025-08-23,2025-08-23,2025-08-23,2025,32748,Sudan: Flood - North Darfur (Um Kadadah) - 23/08/2025,,,2025-08-23,2025-08-23,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-um-kadadah-abeiyat-jeleidat-village-north-darfur-update-001?e=b699c75958,"Umm Kadadah, Um Kadada, North Darfur State, Sudan","13.60022, 26.68928",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-08-26T08:55:56.257931Z,"Sudan: 910 displacements, 23 August - 23 August. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 910 people were displaced in Umm Kadadah, Um Kadada, North Darfur State, Sudan due to flood on 23 August",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-um-kadadah-abeiyat-jeleidat-village-north-darfur-update-001?e=b699c75958,Flood
190454,Sudan,SDN,13.85331,24.75174,"[13.85331, 24.75174]",Recommended figure,Disaster,approximately,490,2025-08-19,2025-08-19,2025-08-19,2025,32616,Sudan: Flood - North Darfur (Korma) - 19/08/2025,,,2025-08-19,2025-08-19,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-fasher-korma-town-north-darfur-update-001?e=b699c75958,"Korma, Kutum, North Darfur State, Sudan","13.85331, 24.75174",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-08-21T12:24:30.213388Z,"Sudan: 490 displacements, 19 August - 19 August. Flood resulted in approximately 490 people being displaced in Korma, Kutum, North Darfur State, Sudan on 19 August, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-fasher-korma-town-north-darfur-update-001?e=b699c75958,Flood
190173,Sudan,SDN,15.84944,25.504379,"[15.84944, 25.504379]",Recommended figure,Disaster,approximately,900,2025-08-17,2025-08-17,2025-08-17,2025,32576,Sudan: Flood - North Dargur (Al Malha) - 17/08/2025,,,2025-08-17,2025-08-17,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-malha-marsoos-village-north-darfur-update-001?e=b699c75958,"North Darfur State, Sudan","15.84944, 25.504379",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-08-20T09:36:40.778028Z,"Sudan: 900 displacements, 17 August - 17 August. Approximately 900 people were displaced due to flood on 17 August in North Darfur State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-malha-marsoos-village-north-darfur-update-001?e=b699c75958,Flood
189040,Sudan,SDN,11.9567,34.12289,"[11.9567, 34.12289]",Recommended figure,Disaster,approximately,1944,2025-08-02,2025-08-02,2025-08-02,2025,32398,Sudan: Flood - Blue Nile (Wad Al Mahi) - 02/08/2025,,,2025-08-02,2025-08-02,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-wad-al-mahi-locality-blue-nile-update-001?e=b699c75958,"Blue Nile State, Sudan","11.9567, 34.12289",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-08-04T15:36:24.629606Z,"Sudan: 1,944 displacements, 02 August - 02 August. Flood resulted in approximately 330 households being displaced in Blue Nile State, Sudan on 2 August, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-wad-al-mahi-locality-blue-nile-update-001?e=b699c75958,Flood
188947,Sudan,SDN,11.56546,33.566158,"[11.56546, 33.566158]",Recommended figure,Disaster,total,147,2025-08-01,2025-08-01,2025-08-01,2025,32384,Sudan: Flood - Blue Nile (Ed Damazine) - 01/08/2025,,,2025-08-01,2025-08-01,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-ed-damazine-ed-damazine-town-blue-nile-update-001?e=b699c75958,"AD Damazin, Blue Nile State, Sudan","11.56546, 33.566158",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2025-08-04T09:38:46.641210Z,"Sudan: 147 displacements, 01 August - 01 August. A total of 25 households were displaced due to flood on 1 August in AD Damazin, Blue Nile State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-ed-damazine-ed-damazine-town-blue-nile-update-001?e=b699c75958,Flood
189053,Sudan,SDN,12.98601,35.844818,"[12.98601, 35.844818]",Recommended figure,Disaster,total,295,2025-08-01,2025-08-01,2025-08-01,2025,32403,Sudan: Flood - Gedaref (Basundah) - 01/08/2025,,,2025-08-01,2025-08-01,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-basundah-locality-gedaref-update-001?e=b699c75958,"Basunda, Al galabat, Gedarif State, Sudan","12.98601, 35.844818",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-08-05T10:03:09.718809Z,"Sudan: 295 displacements, 01 August - 01 August. A total of 50 households were displaced due to flood on 1 August in Basunda, Al galabat, Gedarif State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-basundah-locality-gedaref-update-001?e=b699c75958,Flood
193418,Sudan,SDN,14.66715,33.222359,"[14.66715, 33.222359]",Recommended figure,Conflict,total,830,2025-08-26,2025-07-30,2025-08-26,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-21-bi-weekly,"Al Jazirah, Sudan","14.66715, 33.222359",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-09-25T09:52:27.908023Z,"Sudan: 830 displacements, 30 July - 26 August. A total of 830 people were displaced due to Non-International Armed Conflict (NIAC) between 29 July and 26 August 2025 in Al Jazirah, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-21-bi-weekly,Conflict
193429,Sudan,SDN,11.75228,28.204599,"[11.75228, 28.204599]",Recommended figure,Conflict,total,2811,2025-08-26,2025-07-30,2025-08-26,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-21-bi-weekly,"West Kurdufan, Sudan","11.75228, 28.204599",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-09-25T09:52:34.922273Z,"Sudan: 2,811 displacements, 30 July - 26 August. A total of 2811 people were displaced due to Non-International Armed Conflict (NIAC) between 29 July and 26 August 2025 in West Kurdufan, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-21-bi-weekly,Conflict
193428,Sudan,SDN,13.83071,22.81534,"[13.83071, 22.81534]",Recommended figure,Conflict,total,3070,2025-08-26,2025-07-30,2025-08-26,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-21-bi-weekly,"وادي درام, West Darfur State, Sudan","13.83071, 22.81534",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-09-25T09:52:34.872189Z,"Sudan: 3,070 displacements, 30 July - 26 August. A total of 3070 people were displaced due to Non-International Armed Conflict (NIAC) between 29 July and 26 August 2025 in West Darfur State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-21-bi-weekly,Conflict
193427,Sudan,SDN,11.22641,30.913931,"[11.22641, 30.913931]",Recommended figure,Conflict,total,1625,2025-08-26,2025-07-30,2025-08-26,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-21-bi-weekly,"South Kordofan State, Sudan","11.22641, 30.913931",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-09-25T09:52:34.821147Z,"Sudan: 1,625 displacements, 30 July - 26 August. A total of 1625 people were displaced due to Non-International Armed Conflict (NIAC) between 29 July and 26 August 2025 in South Kordofan State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-21-bi-weekly,Conflict
