id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
,#country+name,#country+iso3,#geo+lat,#geo+lon,,,#event+displacement_type,#total,#affected+displaced,#date+displacement,#date+displacement+start,#date+displacement+end,#date+year,,#event+name,,,#date+event+start,#date+event+end,,,#event+type,#event+subtype,,,,,,,,,#date+created,#description,#meta+url,#cause
207619,Sudan,SDN,13.30913,25.517651,"[13.30913, 25.517651]",Triangulation,Conflict,approximately,100537,2025-11-17,2025-10-26,2025-11-17,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-al-fasher-al-fasher-town-north-darfur-update-111?e=b699c75958,"Al Fasher, North Darfur State, Sudan","13.30913, 25.517651",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2025-11-17T14:30:01.819563Z,"Sudan: 100,537 displacements, 26 October - 17 November. Approximately 100537 people were displaced due to non-international armed conflict (niac) between 26 October and 17 November in Al Fasher, North Darfur State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-al-fasher-al-fasher-town-north-darfur-update-111?e=b699c75958,Conflict
208503,Sudan,SDN,14.41693,29.46837,"[14.41693, 29.46837]",Triangulation,Conflict,total,39725,2025-11-18,2025-10-25,2025-11-18,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/reports/focused-flash-alert-north-kordofan-update-1?close=true,"North Kordofan State, Sudan","14.41693, 29.46837",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-11-27T13:27:44.618033Z,"Sudan: 39,725 displacements, 25 October - 18 November. A total of 39725 people were displaced due to non-international armed conflict (niac) between 25 October and 18 November in North Kordofan State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/reports/focused-flash-alert-north-kordofan-update-1?close=true,Conflict
193884,Sudan,SDN,15.93796,33.13726,"[15.93796, 33.13726]",Recommended figure,Disaster,approximately,7068,2025-09-30,2025-09-30,2025-09-30,2025,33355,Sudan: Flood - Khartoum (Bahri) - 30/09/2025,,,2025-09-30,2025-09-30,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-bahri-locality-khartoum-update-001?e=b699c75958,"Khartoum State, Sudan","15.93796, 33.13726",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-10-06T08:55:05.807979Z,"Sudan: 7,068 displacements, 30 September - 30 September. Approximately 1200 households were displaced due to flood on 30 September in Khartoum State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-bahri-locality-khartoum-update-001?e=b699c75958,Flood
193826,Sudan,SDN,15.24439,32.509079,"[15.24439, 32.509079]",Recommended figure,Disaster,approximately,589,2025-09-30,2025-09-30,2025-09-30,2025,33333,Sudan: Flood - Khartoum (Jebel Awlia) - 30/09/2025,,,2025-09-30,2025-09-30,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-jebel-awlia-shegeilab-and-tayyibah-villages-khartoum-update-001?e=b699c75958,"Jebel Aulia, Khartoum State, Sudan","15.24439, 32.509079",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-10-02T12:44:01.371684Z,"Sudan: 589 displacements, 30 September - 30 September. Flood resulted in approximately 100 households being displaced in Jebel Aulia, Khartoum State, Sudan on 30 September, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-jebel-awlia-shegeilab-and-tayyibah-villages-khartoum-update-001?e=b699c75958,Flood
192976,Sudan,SDN,14.10755,34.091808,"[14.10755, 34.091808]",Recommended figure,Disaster,approximately,295,2025-09-21,2025-09-21,2025-09-21,2025,33259,Sudan: Flood - Gedaref (Al Fao) - 21/09/2025,,,2025-09-21,2025-09-21,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-fao-mabrooka-village-gedaref-update-002?e=b699c75958,"Al Fao, Al Qadarif, Gedarif State, Sudan","14.10755, 34.091808",County/City/town/Village/Woreda (ADM3),Origin,,2025-09-23T09:49:40.063517Z,"Sudan: 295 displacements (destroyed housing), 21 September - 21 September. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 50 households were displaced due to destroyed housing in Al Fao, Al Qadarif, Gedarif State, Sudan due to flood on 21 September",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-fao-mabrooka-village-gedaref-update-002?e=b699c75958,Flood
192468,Sudan,SDN,14.66715,33.222359,"[14.66715, 33.222359]",Recommended figure,Disaster,approximately,4250,2025-09-12,2025-09-12,2025-09-12,2025,33157,Sudan: Flood - Al Jazirah (Um Algura) - 12/09/2025,,,2025-09-12,2025-09-12,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-um-algura-major-6-village-aj-jazirah-update-001?e=b699c75958,"Al Jazirah, Sudan","14.66715, 33.222359",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-09-15T08:50:17.131467Z,"Sudan: 4,250 displacements, 12 September - 12 September. Approximately 4250 people were displaced due to flood on 12 September in Um Algura, Al Jazirah, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-um-algura-major-6-village-aj-jazirah-update-001?e=b699c75958,Flood
191550,Sudan,SDN,14.11326,34.088169,"[14.11326, 34.088169]",Recommended figure,Disaster,total,100,2025-09-06,2025-09-06,2025-09-06,2025,32876,Sudan: Flood - Gedaref (Al Fao) - 06/09/2025,,,2025-09-06,2025-09-06,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-fao-mabrooka-village-gedaref-update-001?e=b699c75958,"Al Fao, Al Qadarif, Gedarif State, Sudan","14.11326, 34.088169",County/City/town/Village/Woreda (ADM3),Origin,,2025-09-08T09:31:36.266513Z,"Sudan: 100 displacements (destroyed housing), 06 September - 06 September. A total of 17 households were displaced due to destroyed housing due to flood on 6 September in Al Fao, Al Qadarif, Gedarif State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-fao-mabrooka-village-gedaref-update-001?e=b699c75958,Flood
191552,Sudan,SDN,13.97584,35.085079,"[13.97584, 35.085079]",Recommended figure,Disaster,approximately,2945,2025-09-06,2025-09-06,2025-09-06,2025,32877,Sudan: Flood - Gedaref (Ar Rahad) - 06/09/2025,,,2025-09-06,2025-09-06,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-ar-rahad-wad-al-shaer-village-gedaref-update-003?e=b699c75958,"Al Qadarif State, Sudan","13.97584, 35.085079",State/Region/Province (ADM1),Origin,,2025-09-08T09:40:34.566391Z,"Sudan: 2,945 displacements (destroyed housing), 06 September - 06 September. Approximately 500 households were displaced due to destroyed housing due to flood on 6 September in Ar Rahad in Al Qadarif State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-ar-rahad-wad-al-shaer-village-gedaref-update-003?e=b699c75958,Flood
191549,Sudan,SDN,11.19385,24.39727,"[11.19385, 24.39727]",Recommended figure,Disaster,approximately,377,2025-09-04,2025-09-04,2025-09-04,2025,32875,Sudan: Flood - South Darfur (Kateila) - 04/09/2025,,,2025-09-04,2025-09-04,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-kateila-tartura-village-south-darfur?e=b699c75958,"Katayla, Id El Ghanem, South Darfur State, Sudan","11.19385, 24.39727",County/City/town/Village/Woreda (ADM3),Origin,,2025-09-08T09:16:46.827939Z,"Sudan: 377 displacements (destroyed housing), 04 September - 04 September. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 64 households were displaced due to destroyed housing in Katayla, Id El Ghanem, South Darfur State, Sudan due to flood on 4 September",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-kateila-tartura-village-south-darfur?e=b699c75958,Flood
191545,Sudan,SDN,18.851789,37.89893,"[18.851789, 37.89893]",Recommended figure,Disaster,approximately,141,2025-09-04,2025-09-04,2025-09-04,2025,32873,Sudan: Flood - Red Sea (Tawkar) - 04/09/2025,,,2025-09-04,2025-09-04,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-rain-and-flooding-in-tawkar-tawkar-town-red-sea?e=b699c75958,"Tokar, Tokar Distrikt, Red Sea State, Sudan","18.851789, 37.89893",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-09-08T08:52:27.586320Z,"Sudan: 141 displacements, 04 September - 04 September. Flood resulted in approximately 24 households being displaced in Tokar, Tokar Distrikt, Red Sea State, Sudan on 4 September, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-rain-and-flooding-in-tawkar-tawkar-town-red-sea?e=b699c75958,Flood
191251,Sudan,SDN,18.851789,37.89893,"[18.851789, 37.89893]",Recommended figure,Disaster,approximately,530,2025-09-03,2025-09-03,2025-09-03,2025,32817,Sudan: Flood - Red Sea (Tawkar) - 03/09/2025,,,2025-09-03,2025-09-03,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-tawkar-tawkar-town-red-sea?e=b699c75958,"Tokar, Tokar Distrikt, Red Sea State, Sudan","18.851789, 37.89893",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-09-04T13:35:29.027904Z,"Sudan: 530 displacements, 03 September - 03 September. Approximately 90 households were displaced due to flood on 3 September in Tokar, Tokar Distrikt, Red Sea State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-tawkar-tawkar-town-red-sea?e=b699c75958,Flood
191212,Sudan,SDN,13.85331,24.75174,"[13.85331, 24.75174]",Recommended figure,Disaster,approximately,412,2025-09-01,2025-09-01,2025-09-01,2025,32805,Sudan: Flood - North Darfur (Korma) - 01/09/2025,,,2025-09-01,2025-09-01,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-fasher-korma-town-north-darfur?e=b699c75958,"Korma, Kutum, North Darfur State, Sudan","13.85331, 24.75174",County/City/town/Village/Woreda (ADM3),Origin,,2025-09-03T13:26:35.352632Z,"Sudan: 412 displacements (destroyed housing), 01 September - 01 September. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 70 households were displaced due to destroyed housing in Korma, Kutum, North Darfur State, Sudan due to flood on 1 September",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-fasher-korma-town-north-darfur?e=b699c75958,Flood
191222,Sudan,SDN,11.40799,24.704559,"[11.40799, 24.704559]",Recommended figure,Disaster,approximately,150,2025-08-31,2025-08-31,2025-08-31,2025,32811,Sudan: Landslide - South Darfur (Sharg Aj Jabal) - 31/08/2025,,,2025-08-31,2025-08-31,Weather related,Hydrological,Mass Movement,Landslide/Wet mass movement,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-landslide-in-tarsin-village-sharg-aj-jabal-locality-south-darfur2?e=b699c75958,"South Darfur State, Sudan","11.40799, 24.704559",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-09-03T15:11:38.124155Z,"Sudan: 150 displacements, 31 August - 31 August. Landslide/wet mass movement resulted in approximately 150 people being displaced in Sharg Aj Jabal in South Darfur State, Sudan on 31 August, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-landslide-in-tarsin-village-sharg-aj-jabal-locality-south-darfur2?e=b699c75958,Mass Movement
191094,Sudan,SDN,11.40799,24.704559,"[11.40799, 24.704559]",Recommended figure,Disaster,approximately,884,2025-08-31,2025-08-31,2025-08-31,2025,32791,Sudan: Flood - South Darfur (As Salam) - 31/08/2025,,,2025-08-31,2025-08-31,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-safia-village-as-salam-locality-south-darfur-update-001?e=b699c75958,"South Darfur State, Sudan","11.40799, 24.704559",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-09-02T08:38:42.392081Z,"Sudan: 884 displacements, 31 August - 31 August. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 150 households were displaced in As Salam in South Darfur State, Sudan due to flood on 31 August",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-safia-village-as-salam-locality-south-darfur-update-001?e=b699c75958,Flood
191051,Sudan,SDN,13.97584,35.085079,"[13.97584, 35.085079]",Recommended figure,Disaster,approximately,371,2025-08-31,2025-08-31,2025-08-31,2025,32784,Sudan: Flood - Gedaref (Ar Rahad) - 31/08/2025,,,2025-08-31,2025-08-31,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-ar-rahad-locality-gedaref-002?e=b699c75958,"Al Qadarif State, Sudan","13.97584, 35.085079",State/Region/Province (ADM1),Origin,,2025-09-01T14:02:02.524902Z,"Sudan: 371 displacements (destroyed housing), 31 August - 31 August. Approximately 63 households were displaced due to destroyed housing due to flood on 31 August in Ar Rahad in Al Qadarif State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-ar-rahad-locality-gedaref-002?e=b699c75958,Flood
191009,Sudan,SDN,18.851789,37.89893,"[18.851789, 37.89893]",Recommended figure,Disaster,approximately,471,2025-08-29,2025-08-29,2025-08-29,2025,32778,Sudan: Flood - Red Sea (Tawkar) - 29/08/2025,,,2025-08-29,2025-08-29,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-rain-and-flooding-in-tawkar-tawkar-town-red-sea-update-001?e=b699c75958,"Tokar, Tokar Distrikt, Red Sea State, Sudan","18.851789, 37.89893",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-09-01T08:23:32.649973Z,"Sudan: 471 displacements, 29 August - 29 August. Flood resulted in approximately 80 households being displaced in Tokar, Tokar Distrikt, Red Sea State, Sudan on 29 August, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-rain-and-flooding-in-tawkar-tawkar-town-red-sea-update-001?e=b699c75958,Flood
190961,Sudan,SDN,13.97584,35.085079,"[13.97584, 35.085079]",Recommended figure,Disaster,approximately,2800,2025-08-27,2025-08-27,2025-08-27,2025,32764,Sudan: Flood - Gedaref (Ar Rahad) - 27/08/2025,,,2025-08-27,2025-08-27,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-ar-rahad-locality-gedaref?e=b699c75958,"Al Qadarif State, Sudan","13.97584, 35.085079",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-08-28T14:39:01.962387Z,"Sudan: 2,800 displacements, 27 August - 27 August. Approximately 2800 people were displaced due to flood on 27 August in Ar Rahad locality in Al Qadarif State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-ar-rahad-locality-gedaref?e=b699c75958,Flood
190973,Sudan,SDN,17.998489,34.05582,"[17.998489, 34.05582]",Recommended figure,Disaster,total,845,2025-08-27,2025-08-27,2025-08-27,2025,32768,Sudan: Flood - River Nile (Al Matama and Shendi) - 27/08/2025,,,2025-08-27,2025-08-27,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-matama-and-shendi-localities-river-nile?e=b699c75958,"River Nile State, Sudan","17.998489, 34.05582",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-08-29T09:31:00.403497Z,"Sudan: 845 displacements, 27 August - 27 August. A total of 845 people were displaced due to flood on 27 August in Al Matama and Shendi localities in River Nile State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-al-matama-and-shendi-localities-river-nile?e=b699c75958,Flood
190924,Sudan,SDN,17.998489,34.05582,"[17.998489, 34.05582]",Recommended figure,Disaster,approximately,1070,2025-08-27,2025-08-27,2025-08-27,2025,32763,"Sudan: Flood - River Nile (Ad Damar, Al Matama and Shendi) - 27/08/2025",,,2025-08-27,2025-08-27,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-ad-damar-al-matama-and-shendi-localities-river-nile?e=b699c75958,"River Nile State, Sudan","17.998489, 34.05582",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-08-28T10:05:01.824178Z,"Sudan: 1,070 displacements, 27 August - 27 August. Approximately 1070 people were displaced due to flood on 27 August in in Ad Damar, Al Matama and Shendi localities in River Nile State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-flooding-in-ad-damar-al-matama-and-shendi-localities-river-nile?e=b699c75958,Flood
195460,Sudan,SDN,11.26541,26.43845,"[11.26541, 26.43845]",Recommended figure,Conflict,total,3335,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"East Darfur State, Sudan","11.26541, 26.43845",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:42.713640Z,"Sudan: 3,335 displacements, 26 August - 30 September. A total of 3335 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in East Darfur State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195471,Sudan,SDN,13.60607,32.315361,"[13.60607, 32.315361]",Recommended figure,Conflict,total,3499,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"White Nile State, Sudan","13.60607, 32.315361",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:49.911894Z,"Sudan: 3,499 displacements, 26 August - 30 September. A total of 3499 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in White Nile State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195464,Sudan,SDN,14.41693,29.46837,"[14.41693, 29.46837]",Recommended figure,Conflict,total,6940,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"North Kordofan State, Sudan","14.41693, 29.46837",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:49.544979Z,"Sudan: 6,940 displacements, 26 August - 30 September. A total of 6940 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in North Kordofan State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195465,Sudan,SDN,20.0,36.0,"[20, 36]",Recommended figure,Conflict,total,16,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"Red Sea State, Sudan","20, 36",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:49.601087Z,"Sudan: 16 displacements, 26 August - 30 September. A total of 16 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in Red Sea State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195466,Sudan,SDN,13.0,33.5,"[13, 33.5]",Recommended figure,Conflict,total,3827,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"Sennar State, Sudan","13, 33.5",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:49.651701Z,"Sudan: 3,827 displacements, 26 August - 30 September. A total of 3827 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in Sennar State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195467,Sudan,SDN,11.40799,24.704559,"[11.40799, 24.704559]",Recommended figure,Conflict,total,849,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"South Darfur State, Sudan","11.40799, 24.704559",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:49.704007Z,"Sudan: 849 displacements, 26 August - 30 September. A total of 849 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in South Darfur State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195468,Sudan,SDN,11.22641,30.913931,"[11.22641, 30.913931]",Recommended figure,Conflict,total,1175,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"South Kordofan State, Sudan","11.22641, 30.913931",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:49.753828Z,"Sudan: 1,175 displacements, 26 August - 30 September. A total of 1175 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in South Kordofan State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195469,Sudan,SDN,13.83071,22.81534,"[13.83071, 22.81534]",Recommended figure,Conflict,total,805,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"وادي درام, West Darfur State, Sudan","13.83071, 22.81534",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:49.802857Z,"Sudan: 805 displacements, 26 August - 30 September. A total of 805 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in West Darfur State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195470,Sudan,SDN,11.75228,28.204599,"[11.75228, 28.204599]",Recommended figure,Conflict,total,900,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"West Kurdufan, Sudan","11.75228, 28.204599",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:49.860363Z,"Sudan: 900 displacements, 26 August - 30 September. A total of 900 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in West Kurdufan, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
195461,Sudan,SDN,16.0431989,36.0181112,"[16.0431989, 36.0181112]",Recommended figure,Conflict,total,5334,2025-09-30,2025-08-26,2025-09-30,2025,30948,Sudan: Non-International armed conflict (NIAC) - Countrywide - 2025,,,2025-01-01,2025-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,"Kassala State, Sudan","16.0431989, 36.0181112",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2025-10-23T14:51:42.777394Z,"Sudan: 5,334 displacements, 26 August - 30 September. A total of 5334 people were displaced due to Non-International Armed Conflict (NIAC) between 26 August and 30 September 2025 in Kassala State, Sudan, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/datasets/dtm-sudan-countrywide-mobility-update-22-bi-weekly,Conflict
